Q1_Please_enter_your_age,Q2_What_is_your_gender,Q3_How_satisfied_are_you_with_our_service,completion_time_sec
58,Other,5.0,32
17,Prefer not to say,5.0,51
84,Female,5.0,18
83,Prefer not to say,5.0,56
35,Other,3.0,26
73,Other,4.0,17
25,Female,4.0,33
34,Other,5.0,92
27,Male,4.0,67
42,Other,5.0,74
33,Other,3.0,5
81,Female,4.0,42
36,Prefer not to say,4.0,102
66,Male,4.0,21
49,Female,3.0,99
53,Prefer not to say,3.0,148
37,Male,4.0,30
8,Female,4.0,47
22,Female,,68
74,Male,3.0,38
68,Male,5.0,108
32,Male,3.0,112
62,Male,4.0,62
60,Other,1.0,74
24,Other,5.0,54
81,Prefer not to say,,87
38,Other,4.0,37
14,Prefer not to say,1.0,96
26,Male,5.0,6
9,Prefer not to say,4.0,20
48,Other,2.0,84
13,Other,3.0,8
47,Other,3.0,113
8,Other,4.0,85
46,Male,5.0,67
69,Female,5.0,60
45,Male,4.0,10
68,Female,3.0,66
59,Male,5.0,84
22,Male,4.0,41
20,Other,5.0,121
50,Other,3.0,7
40,Male,4.0,121
70,Other,3.0,27
48,Female,4.0,97
9,Prefer not to say,5.0,94
33,Female,4.0,64
8,Other,3.0,95
53,Other,3.0,32
76,Male,2.0,5
89,Male,4.0,68
12,Male,3.0,44
56,Other,3.0,39
73,Other,4.0,108
25,Male,4.0,5
31,Other,5.0,78
42,Prefer not to say,4.0,66
9,Female,5.0,145
89,Female,5.0,29
65,Prefer not to say,3.0,27
12,Female,3.0,11
22,Prefer not to say,5.0,74
8,Male,4.0,84
8,Prefer not to say,,15
41,Male,3.0,61
19,Female,5.0,59
42,Prefer not to say,4.0,55
31,Female,4.0,34
89,Prefer not to say,4.0,51
52,Female,5.0,163
50,Other,3.0,13
50,Female,2.0,49
52,Prefer not to say,,4
63,Female,5.0,28
8,Male,5.0,11
79,Male,3.0,102
23,Prefer not to say,5.0,40
61,Other,4.0,17
23,Female,4.0,163
46,Male,4.0,97
9,Other,2.0,38
52,Other,3.0,44
29,Other,5.0,28
71,Male,5.0,73
30,Female,5.0,58
78,Prefer not to say,5.0,30
66,Female,3.0,33
11,Female,4.0,75
48,Other,2.0,51
31,Male,4.0,59
46,Male,5.0,3
77,Female,4.0,128
60,Other,4.0,13
7,Female,5.0,160
17,Female,5.0,6
74,Other,5.0,16
63,Prefer not to say,4.0,99
42,Prefer not to say,3.0,142
89,Female,4.0,62
87,Prefer not to say,3.0,36
72,Prefer not to say,5.0,28
73,Other,5.0,52
5,Male,4.0,38
54,Other,5.0,41
85,Prefer not to say,3.0,63
77,Male,1.0,76
13,Female,4.0,67
57,Female,4.0,37
14,Female,5.0,86
88,Prefer not to say,5.0,23
85,Other,2.0,22
81,Other,1.0,108
33,Prefer not to say,4.0,127
40,Male,3.0,47
31,Female,5.0,64
22,Other,5.0,25
22,Female,5.0,28
13,Female,3.0,118
71,Prefer not to say,2.0,25
11,Female,5.0,85
62,Prefer not to say,4.0,46
83,Female,5.0,106
34,Male,5.0,11
77,Male,4.0,78
65,Other,4.0,72
86,Prefer not to say,4.0,49
21,Other,4.0,33
57,Other,4.0,55
10,Male,5.0,116
43,Female,3.0,12
29,Male,3.0,57
46,Other,1.0,135
46,Male,,61
63,Female,2.0,56
42,Prefer not to say,5.0,39
35,Female,2.0,30
33,Female,4.0,57
13,Prefer not to say,5.0,47
5,Prefer not to say,2.0,25
84,Female,5.0,4
76,Male,4.0,52
51,Female,3.0,72
80,Prefer not to say,3.0,54
14,Female,5.0,49
20,Prefer not to say,3.0,18
51,Prefer not to say,4.0,32
47,Female,3.0,54
28,Prefer not to say,5.0,88
12,Prefer not to say,3.0,76
79,Other,3.0,69
30,Other,,23
11,Male,4.0,33
83,Female,5.0,35
19,Other,4.0,28
52,Other,4.0,15
7,Other,4.0,19
20,Female,4.0,27
83,Prefer not to say,5.0,41
18,Prefer not to say,3.0,70
79,Prefer not to say,4.0,57
7,Male,4.0,49
77,Other,5.0,112
74,Male,3.0,38
35,Female,5.0,72
84,Other,5.0,19
79,Prefer not to say,4.0,14
21,Male,4.0,86
53,Female,1.0,21
7,Prefer not to say,4.0,42
87,Prefer not to say,2.0,67
59,Other,4.0,30
76,Male,2.0,13
44,Prefer not to say,3.0,86
70,Male,4.0,62
44,Female,3.0,111
34,Other,4.0,34
29,Male,2.0,49
11,Other,2.0,23
54,Female,5.0,64
85,Prefer not to say,5.0,79
5,Male,3.0,148
48,Prefer not to say,3.0,91
53,Other,4.0,22
11,Male,5.0,28
7,Prefer not to say,5.0,96
5,Prefer not to say,2.0,45
55,Other,4.0,114
42,Prefer not to say,5.0,90
47,Male,5.0,53
59,Female,5.0,189
61,Prefer not to say,5.0,48
57,Other,5.0,23
37,Other,3.0,66
84,Male,4.0,8
66,Female,2.0,32
15,Female,5.0,145
76,Other,4.0,67
56,Female,1.0,19
5,Female,1.0,106
18,Male,1.0,61
89,Female,5.0,51
25,Prefer not to say,2.0,16
38,Female,,18
18,Male,4.0,123
44,Other,5.0,17
39,Prefer not to say,5.0,11
46,Male,,23
86,Prefer not to say,5.0,28
24,Other,,40
64,Male,4.0,21
13,Other,2.0,12
37,Prefer not to say,2.0,63
53,Other,4.0,111
72,Other,3.0,36
8,Male,4.0,14
52,Prefer not to say,5.0,67
20,Other,5.0,5
51,Prefer not to say,3.0,10
30,Male,3.0,111
74,Other,5.0,16
41,Female,2.0,72
26,Other,4.0,100
11,Other,2.0,21
46,Male,,64
34,Other,3.0,82
78,Male,4.0,58
83,Other,5.0,50
10,Male,3.0,22
28,Female,4.0,15
70,Prefer not to say,2.0,71
44,Male,4.0,82
19,Female,4.0,109
57,Prefer not to say,4.0,39
89,Female,,23
86,Male,4.0,79
9,Female,5.0,18
40,Prefer not to say,3.0,61
78,Other,5.0,26
50,Prefer not to say,5.0,87
27,Female,5.0,27
49,Other,5.0,44
14,Other,4.0,11
58,Other,4.0,22
74,Prefer not to say,5.0,82
81,Female,2.0,75
89,Female,,115
36,Male,3.0,10
47,Prefer not to say,4.0,101
19,Male,5.0,93
70,Other,4.0,40
19,Male,4.0,39
85,Female,4.0,60
24,Other,5.0,56
54,Other,4.0,23
10,Female,3.0,15
83,Other,4.0,148
21,Male,4.0,26
30,Female,5.0,33
26,Prefer not to say,5.0,56
77,Male,4.0,49
68,Other,2.0,30
80,Prefer not to say,4.0,85
62,Male,5.0,5
41,Male,4.0,52
82,Female,1.0,119
76,Other,4.0,55
32,Female,4.0,17
53,Male,3.0,71
77,Other,5.0,125
71,Other,3.0,66
80,Other,5.0,61
71,Other,4.0,22
45,Male,5.0,75
50,Prefer not to say,4.0,19
59,Prefer not to say,,133
86,Female,4.0,4
15,Male,4.0,51
30,Male,5.0,212
76,Other,2.0,54
86,Female,3.0,24
17,Other,4.0,73
40,Male,4.0,17
68,Male,5.0,89
55,Female,5.0,12
80,Female,4.0,41
26,Prefer not to say,3.0,17
64,Male,4.0,6
6,Other,4.0,109
60,Female,,14
44,Other,4.0,43
32,Male,4.0,36
81,Male,5.0,40
7,Prefer not to say,4.0,13
67,Female,2.0,23
27,Female,4.0,45
59,Prefer not to say,5.0,13
36,Other,5.0,82
88,Prefer not to say,4.0,39
32,Prefer not to say,3.0,47
12,Prefer not to say,4.0,77
7,Male,3.0,75
57,Other,3.0,93
33,Female,4.0,77
85,Male,4.0,49
63,Female,4.0,54
28,Prefer not to say,4.0,34
42,Prefer not to say,5.0,138
32,Male,4.0,63
66,Other,3.0,61
55,Prefer not to say,4.0,24
11,Male,4.0,73
27,Other,2.0,8
50,Female,5.0,164
82,Male,4.0,29
32,Female,5.0,28
28,Other,3.0,35
11,Male,4.0,20
83,Prefer not to say,3.0,128
53,Female,4.0,143
7,Other,5.0,87
6,Prefer not to say,5.0,162
11,Male,5.0,32
84,Prefer not to say,5.0,46
25,Male,4.0,31
13,Male,3.0,43
16,Female,5.0,102
28,Male,3.0,9
37,Other,4.0,42
82,Other,5.0,27
47,Female,3.0,56
86,Male,4.0,140
9,Other,3.0,87
83,Prefer not to say,3.0,71
75,Other,2.0,75
18,Male,1.0,7
40,Prefer not to say,5.0,89
39,Other,5.0,143
54,Prefer not to say,1.0,16
83,Male,4.0,45
15,Other,3.0,29
28,Female,3.0,44
79,Prefer not to say,2.0,27
48,Female,3.0,35
55,Female,4.0,23
21,Female,5.0,29
74,Prefer not to say,4.0,82
89,Other,5.0,111
12,Prefer not to say,2.0,55
83,Prefer not to say,,92
78,Other,2.0,85
32,Male,3.0,54
83,Other,1.0,36
16,Prefer not to say,4.0,59
47,Prefer not to say,4.0,98
86,Female,3.0,55
41,Female,4.0,59
67,Prefer not to say,4.0,72
67,Male,3.0,54
14,Male,3.0,11
82,Male,4.0,21
84,Male,3.0,69
41,Female,4.0,25
15,Prefer not to say,5.0,9
23,Other,1.0,143
56,Other,4.0,21
22,Other,5.0,8
36,Other,3.0,54
27,Male,4.0,54
16,Other,3.0,52
62,Prefer not to say,4.0,26
81,Male,2.0,10
25,Prefer not to say,5.0,9
25,Male,4.0,7
33,Other,3.0,6
83,Other,4.0,125
51,Prefer not to say,5.0,93
16,Prefer not to say,5.0,98
62,Other,5.0,37
45,Prefer not to say,3.0,13
23,Prefer not to say,5.0,96
16,Prefer not to say,4.0,63
27,Male,4.0,201
9,Prefer not to say,4.0,69
30,Male,5.0,38
67,Prefer not to say,5.0,62
56,Prefer not to say,4.0,31
14,Female,3.0,48
43,Female,4.0,64
27,Female,5.0,15
15,Male,4.0,55
76,Prefer not to say,3.0,132
52,Male,4.0,81
20,Prefer not to say,4.0,101
50,Other,4.0,11
51,Female,4.0,25
52,Female,4.0,40
84,Male,4.0,48
73,Other,4.0,103
29,Prefer not to say,4.0,149
81,Female,4.0,7
85,Female,5.0,29
41,Female,5.0,9
67,Female,4.0,50
33,Other,5.0,27
62,Prefer not to say,3.0,89
35,Male,4.0,55
72,Prefer not to say,,45
45,Male,5.0,35
54,Other,3.0,40
48,Female,1.0,56
13,Female,4.0,51
63,Female,2.0,47
31,Prefer not to say,4.0,45
86,Other,4.0,80
63,Male,5.0,86
7,Male,4.0,42
11,Female,4.0,28
86,Male,5.0,42
20,Other,5.0,49
53,Prefer not to say,5.0,17
36,Prefer not to say,4.0,59
48,Prefer not to say,5.0,41
23,Prefer not to say,5.0,33
7,Other,3.0,54
64,Other,4.0,3
39,Prefer not to say,4.0,60
33,Prefer not to say,4.0,13
79,Other,4.0,103
74,Female,2.0,72
87,Female,4.0,50
49,Male,3.0,46
31,Other,4.0,96
73,Male,,83
39,Other,5.0,48
23,Male,4.0,50
21,Male,5.0,131
39,Other,4.0,139
81,Prefer not to say,3.0,26
82,Prefer not to say,4.0,53
34,Male,5.0,74
52,Male,5.0,74
61,Male,3.0,16
21,Other,4.0,31
19,Female,4.0,84
86,Male,4.0,29
18,Prefer not to say,2.0,55
18,Male,2.0,49
49,Male,4.0,110
42,Other,5.0,159
67,Prefer not to say,,42
79,Female,3.0,135
15,Prefer not to say,4.0,29
52,Other,4.0,49
30,Prefer not to say,4.0,30
71,Other,5.0,28
29,Prefer not to say,5.0,26
85,Other,5.0,13
65,Other,3.0,29
30,Other,4.0,64
38,Prefer not to say,4.0,21
13,Prefer not to say,5.0,90
44,Prefer not to say,4.0,1
79,Other,4.0,112
11,Female,4.0,12
34,Prefer not to say,3.0,26
70,Other,5.0,72
34,Prefer not to say,4.0,38
72,Prefer not to say,3.0,105
62,Other,4.0,21
59,Female,3.0,38
18,Prefer not to say,4.0,164
81,Female,5.0,71
81,Female,5.0,43
81,Other,5.0,24
41,Prefer not to say,4.0,19
48,Female,5.0,29
10,Prefer not to say,4.0,124
30,Other,5.0,38
18,Other,4.0,22
12,Male,5.0,111
28,Other,5.0,108
43,Male,2.0,32
53,Male,4.0,65
89,Female,5.0,143
67,Prefer not to say,4.0,88
30,Male,5.0,116
14,Male,5.0,116
81,Prefer not to say,5.0,61
62,Male,3.0,20
18,Prefer not to say,4.0,156
77,Other,2.0,127
75,Female,3.0,29
43,Female,2.0,15
35,Female,4.0,69
54,Other,3.0,79
20,Prefer not to say,2.0,34
76,Female,5.0,125
55,Prefer not to say,4.0,15
19,Other,4.0,40
42,Female,4.0,15
83,Female,4.0,58
75,Female,4.0,18
76,Male,5.0,21
86,Male,4.0,44
25,Other,4.0,135
20,Male,,39
71,Prefer not to say,3.0,59
69,Prefer not to say,5.0,10
17,Other,3.0,67
68,Other,5.0,119
65,Prefer not to say,5.0,20
36,Prefer not to say,4.0,81
16,Male,4.0,37
45,Male,4.0,82
70,Prefer not to say,1.0,54
12,Female,1.0,23
63,Prefer not to say,3.0,79
29,Female,4.0,159
9,Prefer not to say,4.0,63
49,Prefer not to say,3.0,76
6,Other,5.0,62
46,Prefer not to say,4.0,55
42,Female,4.0,94
7,Female,4.0,92
50,Other,2.0,40
26,Other,4.0,68
37,Male,5.0,230
36,Other,3.0,55
21,Prefer not to say,4.0,44
86,Other,3.0,157
60,Other,4.0,61
7,Male,5.0,18
74,Male,,11
53,Female,4.0,12
59,Prefer not to say,5.0,11
81,Female,1.0,85
35,Female,4.0,31
85,Male,4.0,30
25,Male,5.0,14
20,Other,5.0,36
21,Other,4.0,158
5,Prefer not to say,5.0,65
76,Male,2.0,45
69,Other,5.0,19
70,Male,4.0,61
41,Female,5.0,82
28,Female,3.0,46
88,Female,5.0,59
66,Prefer not to say,,136
25,Female,1.0,12
41,Prefer not to say,3.0,27
39,Male,3.0,96
42,Prefer not to say,4.0,39
57,Prefer not to say,5.0,55
19,Male,1.0,37
46,Other,3.0,63
8,Male,4.0,43
43,Male,5.0,53
83,Male,2.0,78
27,Male,5.0,48
19,Female,,17
16,Prefer not to say,5.0,41
86,Female,4.0,84
74,Female,3.0,42
86,Other,4.0,41
58,Female,4.0,92
42,Prefer not to say,5.0,470
32,Female,5.0,32
83,Male,2.0,60
23,Prefer not to say,5.0,29
73,Male,3.0,97
68,Female,1.0,37
8,Other,,144
85,Female,2.0,6
14,Prefer not to say,,99
16,Female,5.0,110
73,Female,4.0,193
11,Male,2.0,47
48,Other,5.0,16
27,Other,4.0,92
6,Male,1.0,22
41,Female,4.0,35
73,Prefer not to say,4.0,22
24,Prefer not to say,3.0,25
48,Other,5.0,27
74,Other,,94
78,Other,2.0,2
55,Male,4.0,50
84,Male,4.0,41
35,Female,,25
45,Male,2.0,52
62,Female,3.0,11
9,Female,5.0,42
37,Female,3.0,9
47,Prefer not to say,,91
23,Male,3.0,91
36,Female,2.0,64
7,Female,1.0,27
5,Other,4.0,51
45,Female,4.0,12
52,Prefer not to say,1.0,10
43,Male,4.0,67
9,Female,5.0,29
81,Female,3.0,33
15,Male,,71
26,Female,1.0,38
68,Other,5.0,191
16,Female,3.0,54
57,Male,2.0,93
59,Male,4.0,39
57,Female,1.0,69
25,Prefer not to say,3.0,41
23,Prefer not to say,3.0,101
73,Male,,2
76,Prefer not to say,4.0,57
70,Prefer not to say,3.0,48
63,Prefer not to say,4.0,9
53,Other,4.0,46
63,Prefer not to say,5.0,140
27,Other,3.0,18
7,Other,4.0,70
60,Prefer not to say,4.0,58
62,Male,4.0,7
66,Female,4.0,56
22,Prefer not to say,1.0,6
65,Prefer not to say,3.0,28
41,Male,2.0,30
58,Other,,46
82,Prefer not to say,,12
69,Male,3.0,80
18,Other,4.0,28
9,Male,3.0,2
66,Prefer not to say,4.0,34
5,Female,3.0,31
67,Female,5.0,87
71,Prefer not to say,3.0,26
24,Female,3.0,85
47,Prefer not to say,4.0,68
89,Female,,193
46,Other,4.0,32
73,Other,5.0,80
78,Other,3.0,112
43,Male,3.0,34
66,Male,3.0,20
52,Female,5.0,30
10,Prefer not to say,4.0,44
78,Prefer not to say,4.0,90
46,Other,1.0,50
62,Prefer not to say,5.0,32
47,Female,3.0,22
14,Female,3.0,201
82,Male,4.0,10
43,Other,1.0,38
17,Other,,46
79,Prefer not to say,5.0,49
43,Prefer not to say,5.0,67
15,Female,5.0,34
20,Prefer not to say,1.0,61
37,Male,4.0,41
64,Prefer not to say,4.0,132
63,Male,4.0,28
78,Male,5.0,99
55,Male,3.0,47
19,Other,5.0,112
84,Male,5.0,208
47,Male,5.0,123
31,Female,2.0,54
60,Prefer not to say,4.0,23
64,Female,3.0,54
74,Prefer not to say,4.0,40
51,Female,4.0,25
12,Female,3.0,54
67,Prefer not to say,4.0,45
11,Prefer not to say,5.0,38
85,Male,5.0,59
6,Female,4.0,99
21,Other,4.0,80
8,Male,4.0,27
30,Male,4.0,107
82,Male,4.0,62
76,Prefer not to say,4.0,37
73,Female,4.0,54
9,Other,3.0,42
9,Prefer not to say,2.0,27
73,Male,4.0,47
7,Other,4.0,155
42,Other,4.0,9
5,Other,4.0,10
12,Female,4.0,50
17,Other,4.0,88
88,Other,5.0,4
74,Female,3.0,58
54,Female,2.0,58
12,Male,4.0,15
34,Other,2.0,56
44,Male,5.0,35
83,Male,3.0,34
78,Other,4.0,25
37,Female,4.0,99
77,Prefer not to say,4.0,9
56,Prefer not to say,4.0,65
37,Male,5.0,7
77,Female,4.0,88
82,Male,1.0,41
41,Other,4.0,32
74,Male,1.0,60
73,Prefer not to say,5.0,66
8,Prefer not to say,5.0,98
64,Prefer not to say,4.0,45
84,Prefer not to say,5.0,74
78,Male,4.0,20
35,Male,3.0,10
18,Prefer not to say,1.0,9
81,Female,4.0,81
64,Prefer not to say,3.0,31
72,Prefer not to say,5.0,11
30,Other,,147
28,Female,4.0,44
60,Other,2.0,66
13,Prefer not to say,4.0,41
39,Other,2.0,194
83,Male,4.0,123
28,Female,5.0,93
35,Prefer not to say,,116
87,Prefer not to say,4.0,46
70,Female,3.0,20
70,Other,4.0,33
45,Male,5.0,61
40,Male,4.0,82
38,Other,2.0,12
43,Male,4.0,55
87,Female,3.0,23
27,Male,2.0,30
84,Other,5.0,23
48,Other,4.0,183
74,Prefer not to say,3.0,15
62,Female,3.0,14
63,Male,3.0,37
30,Prefer not to say,4.0,5
26,Prefer not to say,4.0,103
44,Prefer not to say,2.0,37
89,Other,4.0,2
15,Female,3.0,100
13,Female,3.0,95
16,Other,4.0,131
30,Female,4.0,27
42,Prefer not to say,1.0,31
7,Female,4.0,8
19,Male,4.0,18
51,Other,4.0,112
9,Prefer not to say,3.0,37
58,Prefer not to say,2.0,16
28,Other,5.0,23
15,Male,,58
37,Prefer not to say,3.0,41
78,Prefer not to say,4.0,86
61,Female,4.0,86
56,Other,4.0,20
68,Other,5.0,47
47,Other,4.0,17
85,Other,5.0,22
48,Prefer not to say,4.0,30
40,Female,2.0,64
16,Male,5.0,36
60,Male,5.0,28
7,Male,5.0,27
54,Female,5.0,5
33,Female,4.0,39
87,Prefer not to say,2.0,26
81,Prefer not to say,4.0,80
20,Prefer not to say,4.0,55
44,Prefer not to say,5.0,11
31,Other,3.0,124
74,Female,2.0,29
46,Male,4.0,121
61,Male,2.0,106
14,Female,3.0,17
42,Other,4.0,28
12,Male,4.0,13
22,Female,3.0,113
21,Prefer not to say,4.0,53
62,Male,3.0,79
70,Prefer not to say,4.0,12
48,Other,3.0,59
88,Male,2.0,30
78,Male,4.0,88
13,Female,4.0,215
52,Male,4.0,40
43,Male,4.0,51
10,Female,4.0,35
34,Male,5.0,52
78,Female,5.0,31
22,Other,4.0,34
47,Prefer not to say,2.0,113
37,Other,1.0,80
57,Other,2.0,35
60,Other,5.0,54
23,Other,5.0,23
73,Female,4.0,156
30,Female,5.0,22
33,Male,5.0,88
28,Male,,40
10,Other,3.0,136
58,Other,4.0,83
43,Male,2.0,102
8,Other,3.0,77
62,Female,3.0,45
52,Female,4.0,26
64,Other,3.0,80
30,Female,2.0,68
83,Male,5.0,77
81,Female,2.0,89
44,Other,4.0,10
81,Female,5.0,112
60,Other,4.0,48
43,Other,4.0,16
85,Female,4.0,41
43,Other,4.0,86
52,Prefer not to say,4.0,10
29,Female,5.0,95
38,Prefer not to say,5.0,44
25,Male,4.0,146
29,Other,,64
26,Prefer not to say,5.0,222
27,Other,5.0,40
29,Other,5.0,55
82,Male,3.0,50
82,Female,4.0,64
30,Female,4.0,9
34,Male,4.0,57
42,Other,5.0,65
38,Male,4.0,9
81,Female,2.0,45
77,Other,3.0,31
19,Female,2.0,42
48,Male,2.0,91
14,Prefer not to say,5.0,131
41,Prefer not to say,1.0,44
11,Male,4.0,109
36,Other,1.0,66
15,Prefer not to say,4.0,44
52,Prefer not to say,4.0,72
72,Male,5.0,27
52,Male,4.0,20
49,Prefer not to say,5.0,53
37,Prefer not to say,3.0,105
8,Other,4.0,42
51,Male,4.0,110
57,Other,3.0,108
35,Male,1.0,22
35,Male,3.0,22
31,Male,3.0,86
52,Male,3.0,77
40,Female,4.0,30
53,Other,3.0,167
35,Male,4.0,30
48,Other,3.0,42
63,Prefer not to say,4.0,18
27,Other,3.0,51
72,Female,4.0,8
46,Male,5.0,87
46,Male,4.0,37
17,Female,4.0,93
5,Male,4.0,33
80,Female,4.0,66
57,Prefer not to say,4.0,12
44,Prefer not to say,3.0,36
50,Male,3.0,100
26,Female,2.0,58
56,Female,3.0,67
32,Prefer not to say,4.0,18
57,Other,2.0,61
67,Female,4.0,43
21,Male,3.0,32
68,Male,5.0,108
10,Male,4.0,27
18,Female,3.0,32
21,Prefer not to say,4.0,55
42,Male,4.0,30
73,Female,4.0,74
17,Female,2.0,98
57,Female,,70
13,Male,3.0,50
48,Female,5.0,31
30,Prefer not to say,4.0,34
81,Male,5.0,31
23,Male,4.0,33
52,Prefer not to say,1.0,32
85,Other,2.0,34
84,Prefer not to say,5.0,6
34,Prefer not to say,3.0,33
36,Female,4.0,122
82,Male,3.0,159
83,Male,1.0,56
80,Female,2.0,8
79,Female,1.0,207
73,Other,5.0,81
15,Male,,30
87,Prefer not to say,3.0,76
30,Prefer not to say,3.0,22
30,Other,4.0,57
21,Female,3.0,29
87,Prefer not to say,5.0,59
48,Prefer not to say,,122
88,Prefer not to say,3.0,57
27,Prefer not to say,4.0,9
29,Female,3.0,87
41,Male,2.0,43
80,Other,5.0,51
69,Other,3.0,66
6,Other,5.0,93
78,Other,3.0,31
36,Female,3.0,163
78,Female,4.0,80
59,Male,5.0,16
54,Female,4.0,18
69,Female,2.0,114
36,Male,4.0,62
41,Female,5.0,91
80,Male,,93
86,Female,4.0,157
17,Female,4.0,212
58,Other,3.0,106
7,Male,5.0,48
89,Prefer not to say,4.0,69
46,Prefer not to say,5.0,52
82,Other,4.0,30
44,Other,5.0,155
78,Other,5.0,13
70,Prefer not to say,5.0,96
64,Other,4.0,110
15,Other,5.0,35
5,Male,3.0,45
30,Other,4.0,69
46,Male,5.0,53
66,Other,2.0,7
65,Female,5.0,23
81,Female,5.0,32
89,Female,3.0,112
66,Female,5.0,82
78,Male,4.0,16
16,Other,5.0,134
31,Male,4.0,45
71,Male,5.0,62
32,Male,4.0,45
70,Prefer not to say,4.0,20
32,Other,5.0,42
25,Prefer not to say,5.0,32
11,Female,5.0,22
18,Female,3.0,28
43,Prefer not to say,4.0,82
77,Male,3.0,114
66,Female,5.0,55
16,Female,4.0,62
42,Other,5.0,65
62,Male,5.0,47
60,Prefer not to say,4.0,13
43,Male,5.0,9
8,Male,4.0,59
52,Male,4.0,16
11,Female,2.0,14
64,Female,2.0,23
44,Female,4.0,50
12,Prefer not to say,4.0,22
62,Prefer not to say,5.0,60
61,Prefer not to say,4.0,15
39,Male,5.0,11
77,Prefer not to say,4.0,45
17,Other,3.0,37
43,Female,3.0,31
88,Male,,74
25,Male,4.0,62
51,Prefer not to say,2.0,66
87,Male,5.0,183
6,Female,4.0,69
48,Male,5.0,23
34,Prefer not to say,2.0,114
59,Prefer not to say,4.0,60
44,Other,4.0,37
81,Female,5.0,34
28,Female,4.0,44
46,Male,3.0,85
32,Female,5.0,41
55,Male,4.0,61
26,Male,4.0,13
82,Male,4.0,2
78,Prefer not to say,4.0,12
78,Female,1.0,40
12,Male,4.0,39
18,Other,4.0,53
49,Male,4.0,51
42,Male,4.0,77
36,Female,3.0,35
66,Male,4.0,43
71,Female,5.0,30
88,Prefer not to say,2.0,80
65,Female,4.0,69
17,Female,5.0,33
87,Other,5.0,63
84,Other,1.0,18
51,Other,3.0,115
58,Other,4.0,56
75,Female,4.0,46
56,Other,4.0,60
76,Female,1.0,50
29,Other,4.0,104
27,Prefer not to say,4.0,71
78,Other,3.0,17
34,Other,3.0,39
15,Male,5.0,176
39,Male,4.0,16
31,Male,5.0,20
71,Female,5.0,74
51,Other,2.0,103
54,Prefer not to say,4.0,20
12,Male,3.0,26
59,Female,5.0,18
81,Prefer not to say,4.0,27
46,Male,4.0,65
71,Prefer not to say,1.0,33
24,Female,4.0,54
49,Female,1.0,59
39,Prefer not to say,3.0,133
81,Male,2.0,53
24,Female,4.0,16
28,Prefer not to say,5.0,71
61,Male,4.0,105
59,Other,3.0,24
13,Other,4.0,13
20,Prefer not to say,4.0,55
59,Female,,137
76,Prefer not to say,3.0,25
62,Male,4.0,164
68,Other,4.0,27
80,Female,3.0,47
53,Other,4.0,50
33,Male,5.0,98
83,Prefer not to say,3.0,109
86,Female,5.0,113
11,Prefer not to say,5.0,48
81,Female,5.0,4
87,Prefer not to say,5.0,85
73,Prefer not to say,5.0,25
6,Female,,16
37,Prefer not to say,2.0,17
52,Female,5.0,15
41,Female,4.0,20
34,Other,3.0,14
45,Female,5.0,118
8,Prefer not to say,4.0,58
87,Prefer not to say,2.0,98
43,Other,2.0,37
28,Other,4.0,99
54,Female,1.0,5
41,Prefer not to say,5.0,17
57,Female,2.0,98
29,Male,4.0,89
35,Prefer not to say,3.0,206
42,Male,4.0,41
62,Prefer not to say,4.0,59
57,Male,4.0,45
54,Other,2.0,9
8,Male,2.0,11
56,Prefer not to say,3.0,150
35,Other,3.0,15
82,Prefer not to say,4.0,38
18,Other,5.0,41
5,Prefer not to say,4.0,58
47,Other,5.0,44
63,Prefer not to say,4.0,62
65,Female,4.0,72
45,Other,3.0,123
22,Prefer not to say,,40
64,Male,2.0,57
73,Male,4.0,60
83,Male,3.0,39
63,Male,2.0,22
46,Other,5.0,23
84,Prefer not to say,2.0,11
40,Male,2.0,34
44,Other,2.0,76
34,Female,1.0,17
15,Male,3.0,103
29,Other,3.0,58
49,Other,4.0,32
55,Prefer not to say,,155
47,Other,3.0,37
70,Male,5.0,63
51,Male,1.0,69
28,Male,1.0,162
81,Other,4.0,26
41,Other,5.0,20
60,Female,5.0,156
79,Other,3.0,41
50,Other,4.0,48
32,Female,1.0,39
56,Male,5.0,63
19,Other,4.0,108
49,Female,3.0,66
62,Prefer not to say,4.0,43
71,Other,4.0,103
77,Female,1.0,8
76,Prefer not to say,2.0,84
77,Prefer not to say,5.0,48
85,Male,5.0,62
45,Prefer not to say,4.0,15
69,Other,3.0,76
44,Prefer not to say,2.0,34
9,Female,5.0,83
79,Male,5.0,155
32,Female,3.0,46
42,Prefer not to say,3.0,25
85,Female,5.0,112
22,Other,4.0,108
41,Male,5.0,60
31,Prefer not to say,,45
29,Other,3.0,45
73,Prefer not to say,4.0,25
87,Male,4.0,45
31,Other,4.0,40
81,Prefer not to say,5.0,40
58,Male,,77
11,Female,4.0,17
82,Male,2.0,137
31,Prefer not to say,4.0,156
63,Prefer not to say,4.0,25
76,Female,5.0,57
35,Female,5.0,73
72,Other,3.0,32
8,Prefer not to say,4.0,25
22,Male,3.0,6
67,Other,4.0,92
80,Male,,133
56,Male,5.0,38
88,Prefer not to say,4.0,86
67,Other,2.0,32
49,Prefer not to say,2.0,54
16,Male,2.0,21
12,Prefer not to say,3.0,47
26,Other,5.0,190
45,Female,3.0,61
45,Female,4.0,44
85,Male,4.0,25
61,Other,3.0,61
36,Male,2.0,47
59,Female,4.0,132
10,Male,5.0,147
43,Female,4.0,34
13,Prefer not to say,4.0,7
